customer_id,churn_probability,risk_tier,monthly_fee,revenue_at_risk,recommended_action,key_factor,subscription_type,engagement_segment,region,age,churned
9235d289-6d46-46ba-a48a-1cf4ea18b599,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Low engagement,Premium,Low,North America,49,0
20529e32-d3e7-4cfc-8210-b6468cdbe2a4,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Low,Europe,55,1
bfe7729e-7d5d-4850-b496-51e891158836,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Low,Africa,36,1
783c7652-37b8-4be0-b8bc-fb51bd4b5578,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Premium,High,Oceania,27,0
2117b36a-9e3e-4077-ac5b-03540bb38461,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,Oceania,49,1
ceec2c10-9770-48d1-8366-344fa66195b1,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,South America,54,0
854b2bfd-6773-413f-b385-02338fa3a316,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,North America,31,1
ee53be31-fb36-41d9-8eb2-1a4c1d976552,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,South America,31,0
c9c8202c-992c-4e6c-b04f-0e2961ea87cc,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Europe,42,0
022f9c7a-8276-494a-8629-086ad5e81df1,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Europe,30,0
1a0f21b6-454a-4a22-88a8-5045b9d00fa4,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,North America,58,0
616199ed-33c4-4ff5-9450-251fc608d3a1,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Africa,63,0
d1593b1d-ef59-4d4a-a169-5ff338b8baef,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Asia,60,1
749b69f5-8a24-428a-880c-86057af2a485,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,South America,66,1
a2eab47c-dc4c-427f-88f8-755051b303fb,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,South America,51,1
b313f39d-0675-4bef-9b10-573146872adf,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Oceania,63,0
09a76bc9-4048-4403-8087-a31cdb16556e,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Oceania,31,0
af9b0f0d-9532-48f2-ad24-bf41faa164a6,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,North America,55,1
ec202012-e4bf-4b14-b5fe-4447d8cfb730,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Premium,High,South America,38,0
8c78b61b-0d41-4470-ade0-3ed2e2b36c28,0.008888889104127884,Low,13.99,1.4922667028009893,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,North America,65,0
da57899f-77b4-4b23-bcab-700db438f6d1,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Europe,43,1
361aff57-8a5f-4229-b4f5-f52544178dc7,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,North America,63,1
900034d1-e7de-4e99-914e-4ad863061834,0.024321538209915162,Low,13.99,4.083099834680557,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Africa,64,0
6082e011-4f6d-4acb-93f2-3bfefd532880,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Basic,High,North America,58,0
4c7d404a-ebd5-4881-9fb5-302ad47f2fb8,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Europe,31,1
33146637-8d6b-4a63-b0be-65c67a894825,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,North America,62,1
746cea20-f12a-4b78-900d-fe19b5eaf91d,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Oceania,35,0
44361538-0ea0-4b91-bef5-4c5af2dc15bd,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Asia,34,0
05e8a643-0a5c-4413-ae75-a4dcdccf9c62,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Oceania,65,0
85b74247-a98b-47b1-91ba-8b7db3c3662c,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Standard,Medium,Europe,68,0
aaf3513b-97c7-46fa-b889-0d78c2ca0be7,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,South America,46,0
62d2ca00-38a2-4f3b-a517-e212fb24e26e,0.9962264180183411,High,13.99,167.24649105691913,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,South America,62,1
005b6afc-cff9-432f-ae0e-265d9acb5a59,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,South America,63,1
4dbbc3f7-6ede-48ad-bf36-84c7e9188e3c,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Oceania,62,0
60559c1a-4093-4379-9e24-d2f033256395,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,South America,41,0
842cacde-7763-4505-bef1-538dedd13be7,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,South America,27,0
73772dd0-a793-479a-a5fa-51423747291a,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,North America,60,1
52aa9ac1-8625-4421-8d2c-3ed00cf83389,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Low,Asia,60,1
72452f35-f1ef-4881-a0f6-df6de0351844,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Medium,Europe,58,1
fdf130c6-cd3c-434b-abbf-4645c8ca928d,0.008888889104127884,Low,13.99,1.4922667028009893,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Low,Oceania,18,0
f3dd9f07-99ca-4425-8eaa-62f1a949e8b1,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,Africa,48,1
f67b2663-cc48-4d48-a855-fc3e1e323a0f,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Oceania,26,0
da8c00ec-40b0-400a-90b6-ed24b0b37c89,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Asia,21,0
6be0b14c-eaea-4580-b845-457df93bb828,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Asia,46,1
134e6a09-9723-4652-9213-fbfecaa84377,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Low engagement,Premium,Low,Europe,62,0
31563b13-7c8d-41c6-bdf2-6a1a554574cd,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,Oceania,35,1
ce40f5f8-42ee-44e2-b754-bd3a626cf48d,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,Europe,61,1
2682c90e-8e16-4cb6-88ae-1348cd5a62fb,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,Medium,Asia,37,0
84cbf173-d71c-49cf-b015-0ea96838663a,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Asia,46,0
55587cf4-5322-467e-8066-2ac35e023421,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Europe,41,0
72c5f29b-8e0a-4b81-99c2-6db14fd602a6,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Oceania,21,0
f1e8f248-727d-47f5-92da-d6f7610cfc5b,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,Oceania,55,1
1cb5c1a8-8724-4edc-8255-06b1152f5dea,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,South America,64,1
72e27837-1995-4843-8284-fadf89a8cfe8,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,North America,36,0
40e78b9f-b88b-4eb9-b6dd-f288901b072d,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Europe,67,0
c82cb034-7c20-47af-901e-91379d90a183,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Premium,Medium,South America,23,0
6d9e258d-3110-475f-ac1c-1eba0f56b7e8,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,North America,19,1
a9661b26-d812-406e-a1e2-58f640879a0a,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Africa,20,1
747d7b40-97b1-4207-923c-72d5c3e65343,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Low,Europe,50,1
8ba94dad-4f0e-4aaf-b8d5-c8b4deb2195b,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,South America,33,0
cd2fbe59-0226-47ac-83f9-3aad8fdd9fd1,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Europe,31,1
e443c6b3-1d47-4274-b231-23f2ffe08dc9,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,Africa,20,0
7fdace55-3767-41d2-85d3-e43a5eddede6,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,South America,18,0
85d2824e-34b3-4e81-8e27-d1426f49ae4b,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,South America,31,0
4b1e6601-b97e-479b-b01c-5228f3c6681e,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,Africa,47,1
fa19687b-872c-4163-a900-59f1b4098ed9,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,Asia,49,1
90b17b2a-6b37-4913-acb5-70b9a7fb7400,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Oceania,30,0
f2d0a49a-a99d-440c-8495-66a3e2e4d7f9,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Asia,22,1
79f6a459-5e71-40e9-831a-8657ed6f160b,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,North America,61,0
fd3c898e-3bfd-453b-b00e-839eaf2dd443,0.014152047038078309,Low,17.99,3.055143914580345,Maintain engagement / loyalty rewards,Low recent activity,Premium,Medium,North America,59,0
d88332b4-4d6a-49a9-a74c-55a5d43f3785,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,South America,42,0
ad1d5a11-4a28-49fe-ab0d-9d9708af9ae4,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,North America,21,0
f5a0302a-6df7-4cad-b563-199ad2af75da,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,South America,35,1
2dab7db6-0652-42aa-9bbd-c685fadca648,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Africa,32,0
123f622f-26f1-431d-bc19-2219c6e7fc86,0.024321538209915162,Low,17.99,5.250533668756485,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Asia,65,0
4b9d865e-50f1-447e-8e49-89d2c6acd3b3,0.008888889104127884,Low,13.99,1.4922667028009893,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,Oceania,59,0
4891e3c6-f53b-45af-ad62-12572f687302,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,Asia,70,1
2e3a45b3-b511-42dd-b3e3-e9ce9d182b7a,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Low recent activity,Premium,Low,North America,63,0
5519a119-ca14-4ca1-9518-40ab23d4ea93,0.008888889104127884,Low,8.99,0.9589333565533161,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Europe,29,0
ccaded82-6e9b-4863-b165-cb90cb39fd26,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,North America,30,1
52c7f909-500a-4c6d-851d-e504c27ec859,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Low,South America,52,1
d019bb17-c284-4b18-b15e-a8625a16d93f,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,North America,49,1
efe01bcd-e159-4494-a1d3-6e8432a0c269,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Europe,33,1
552fb14c-c171-4f05-895a-61d49233686b,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Europe,22,1
99e08a07-d0de-46c9-997d-1fb9452bea46,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,South America,29,1
45291e8c-5116-4068-9168-545eecfaf691,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,Europe,67,1
00477256-578d-4abd-8ed8-3a5e75539e7a,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,South America,53,1
a8f0268f-cb07-4c40-9fde-dbe0f1c737fc,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,North America,40,0
3b237337-1044-4e5d-a612-e1a9e5f6eb36,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Europe,56,1
80e4a598-68b9-48e1-8bc0-4dbfa54d769e,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Basic,High,South America,35,0
33563d42-7f51-405c-8328-8cd881128656,0.9962264180183411,High,8.99,107.47290597581865,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Oceania,54,1
4949efaa-be29-41cc-a0ee-683eaa53f442,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Asia,19,1
4cea2a42-ffdf-49e0-a1c0-5a13b3bdffe3,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Medium,Africa,28,1
e301bbbc-80e3-4e8a-9016-545ab980b0cf,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,Europe,19,1
5945dc09-1b5b-4511-ac0d-20135699628e,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,Asia,34,1
69281385-44f2-48fb-abf2-dc483ee5be8b,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Asia,19,0
844f2522-32e3-4f44-a960-cd0c13881618,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,North America,45,1
8bc108d0-ddb9-4aa9-8c28-081008f38cb6,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,South America,50,1
7bb33e01-e208-48b0-9c0b-cd38833b1124,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Standard,High,Africa,47,0
21f1a30f-ff82-424c-b085-7770795446c1,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,South America,40,0
5fa579a5-f777-4206-98c3-de5d03627c6c,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,Oceania,41,0
ffdade4e-d794-42ce-a50d-25f0a5729e88,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,High,Europe,48,0
e8fda88a-2847-4cb4-b5a0-b7f0c3454405,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low engagement,Standard,Low,North America,67,1
e19a5270-f0e0-4586-8893-ca3fabdc2fc8,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,South America,59,1
46fe1eb8-c6f9-4bd4-8a9a-d91919ed031a,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Medium,South America,60,1
6735d050-2af6-4030-b34f-9687ab1a8914,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low engagement,Basic,Low,South America,33,1
629a11d7-4bd9-4698-b40f-8638ffd900c7,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,Europe,24,1
39287652-cd55-45d3-99bc-5b4917558f5e,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,North America,23,0
071f4ab9-b7c8-42b9-9571-dac40f75fe29,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Europe,34,0
ebfb8aef-3cb5-40e2-9eed-15a73a544d43,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,Asia,30,0
1ce9139b-2013-4a00-b77f-fbab1b020a00,0.9962264180183411,High,13.99,167.24649105691913,Offer targeted discount / personalized content,Higher plan cost,Standard,Medium,Europe,69,1
9fbdd1e9-64e2-41a4-8753-fb3412bea228,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,North America,70,0
76d56597-dfb2-4223-845f-b8ff46b00ccd,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Oceania,42,1
7da43629-4c0f-49ff-8bf2-047e7d6ff102,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Medium,Asia,34,1
fb2804df-cb81-4735-a73b-15241d47b179,0.03970615416765213,Low,17.99,8.57176456171274,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,South America,51,0
fd5c0b28-152d-47e2-bc46-c8db8eb99985,0.9962264180183411,High,17.99,215.06535912179947,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,Africa,27,1
54ff35f5-4b7d-4740-a2b3-4755a628e79a,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Standard,High,Oceania,19,0
8af34fa6-55d3-4e2f-bb67-94d27ba89512,1.0,High,13.99,167.88,Offer targeted discount / personalized content,Low recent activity,Standard,Medium,Oceania,18,1
4ab4899e-8602-4207-8d66-b1d0037f9061,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Higher plan cost,Premium,Medium,Europe,23,1
d0882378-87e1-4f8c-ae52-9b4c6650ed1d,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Europe,23,1
95506f85-ac7c-441f-9653-2ff87e09cf22,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Low,Asia,50,1
78f24d23-96c3-46bf-a87a-fb61569fc00b,0.008888889104127884,Low,13.99,1.4922667028009893,Maintain engagement / loyalty rewards,Higher plan cost,Standard,Medium,Oceania,54,0
3d2a67b3-9cdb-4e45-9066-27e51d45cb66,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Stable usage,Basic,Medium,Africa,68,1
a8582720-4d1c-4377-8be1-a414bc51938d,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Low,Europe,70,1
6ad7f0b7-91f7-4c49-9d03-085ce4845c8e,1.0,High,8.99,107.88,Offer targeted discount / personalized content,Low recent activity,Basic,Medium,Europe,28,1
a9bb3c30-19d3-4f1c-ab31-2749363de6ca,0.0,Low,13.99,0.0,Maintain engagement / loyalty rewards,Low recent activity,Standard,High,South America,37,0
6517898e-2c6a-4f44-a25a-33272efdc08d,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low recent activity,Premium,Medium,Europe,51,1
ce63b3cf-0d7a-499f-a1d7-5ee3a26a0257,0.0,Low,17.99,0.0,Maintain engagement / loyalty rewards,Higher plan cost,Premium,Medium,South America,18,0
5911a679-cdb3-4ccc-8ce8-491fb5a5f538,0.9962264180183411,High,8.99,107.47290597581865,Offer targeted discount / personalized content,Low recent activity,Basic,Medium,Asia,25,1
8f45c680-7d92-47c2-910e-2e4c69803700,0.0,Low,8.99,0.0,Maintain engagement / loyalty rewards,Stable usage,Basic,High,Oceania,33,0
9141433d-3463-435d-9b27-87d08766f03d,1.0,High,17.99,215.88,Offer targeted discount / personalized content,Low engagement,Premium,Low,Africa,30,1
5131e34f-e327-4746-9132-241d79255ecc,0.008888889104127884,Low,17.99,1.9189333797991273,Maintain engagement / loyalty rewards,Low recent activity,Premium,Medium,Africa,22,0
